uid,price,cname,cemail,cpassword,cphone,bname,baddress,blat,blng,imge_url,status,isSupliment,barHas,barWeekDay,barBottle
459,8,Viktor ,Bebelobar@gmail.com,5f4dcc3b5aa765d61d8327deb882cf99,123,Bebelo bar,Calle De La Aduana 27; 28013 Madrid; Madrid; Spain,41.31842822,-2.800596475,http://178.62.228.40/bebelo//uploads/178.png?2100863562,0,FALSE,"[{""title"":""Terraces"";""isSelected"":true};{""title"":""Rooftops"";""isSelected"":false}]","[{""evalue"":946764000000;""svalue"":946717200000;""name"":""Monday"";""weekDay"":""Monday""};{""evalue"":946764000000;""svalue"":946717200000;""name"":""Tuesday"";""weekDay"":""Tuesday""};{""evalue"":946764000000;""svalue"":946717200000;""name"":""Wednesday"";""weekDay"":""Wednesday""};{""evalue"":946764000000;""svalue"":946717200000;""name"":""Thursday"";""weekDay"":""Thursday""};{""evalue"":946764000000;""svalue"":946717200000;""name"":""Friday"";""weekDay"":""Friday""};{""evalue"":946764000000;""svalue"":946717200000;""name"":""Saturday"";""weekDay"":""Saturday""};{""evalue"":946764000000;""svalue"":946717200000;""name"":""Sunday"";""weekDay"":""Sunday""}]","[{""drinkPrice"":""9"";""drinkName"":""Tanqueray"";""drinkImage"":""dd1""};{""drinkPrice"":""8"";""drinkName"":""Beefeater"";""drinkImage"":""dd2""};{""drinkPrice"":""9"";""drinkName"":""Brugal"";""drinkImage"":""dd3""};{""drinkPrice"":""2"";""drinkName"":""Caña"";""drinkImage"":""d4""};{""drinkPrice"":""3.50"";""drinkName"":""Doble"";""drinkImage"":""d5""};{""drinkPrice"":""9.50"";""drinkName"":""Seagram's"";""drinkImage"":""d6""};{""drinkPrice"":""9.50"";""drinkName"":""Bombay Sapphire"";""drinkImage"":""d7""};{""drinkPrice"":""8"";""drinkName"":""Barceló"";""drinkImage"":""d8""};{""drinkPrice"":""8"";""drinkName"":""Santa Teresa"";""drinkImage"":""d9""};{""drinkPrice"":""8"";""drinkName"":""Cacique"";""drinkImage"":""d10""};{""drinkPrice"":""8"";""drinkName"":""Captain Morgan"";""drinkImage"":""d11""};{""drinkPrice"":""8"";""drinkName"":""Johnnie Walker Red"";""drinkImage"":""d12""};{""drinkPrice"":""8"";""drinkName"":""J&B"";""drinkImage"":""d13""};{""drinkPrice"":""8"";""drinkName"":""Absolut"";""drinkImage"":""d14""};{""drinkPrice"":""11"";""drinkName"":""Nordés"";""drinkImage"":""d15""};{""drinkPrice"":""11"";""drinkName"":""Bulldog"";""drinkImage"":""d16""};{""drinkPrice"":""11"";""drinkName"":""Hendrick's"";""drinkImage"":""d17""};{""drinkPrice"":""12"";""drinkName"":""Martin Miller's"";""drinkImage"":""d18""};{""drinkPrice"":""13"";""drinkName"":""Brockman's"";""drinkImage"":""d19""};{""drinkPrice"":""10"";""drinkName"":""Havana Club 7"";""drinkImage"":""d20""};{""drinkPrice"":""11"";""drinkName"":""Johnnie Walker Black"";""drinkImage"":""d21""};{""drinkPrice"":""11"";""drinkName"":""Jack Daniel's"";""drinkImage"":""d22""};{""drinkPrice"":""13"";""drinkName"":""Grey Goose"";""drinkImage"":""d23""};{""drinkPrice"":""13"";""drinkName"":""Belvedere"";""drinkImage"":""d24""};{""drinkPrice"":""6"";""drinkName"":""Larios"";""drinkImage"":""d25""};{""drinkPrice"":""6"";""drinkName"":""Negrita"";""drinkImage"":""d26""};{""drinkPrice"":""6"";""drinkName"":""Dyc"";""drinkImage"":""d27""}]"
460,9,hermione,sabrisa@gmail.com,5f4dcc3b5aa765d61d8327deb882cf99,671,Sa Brisa ,Av. de Menéndez Pelayo; 15; 28009 Madrid; España,40.42010221,-3.679199133,http://178.62.228.40/bebelo//uploads/152.png,0,FALSE,"[{""title"":""Terraces"";""isSelected"":true};{""title"":""Rooftops"";""isSelected"":false}]","[{""evalue"":54000000;""svalue"":43200000;""name"":""Monday"";""weekDay"":""Monday""};{""evalue"":-3600000;""weekDay"":""Monday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Tuesday"";""weekDay"":""Tuesday""};{""evalue"":-3600000;""weekDay"":""Tuesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Wednesday"";""weekDay"":""Wednesday""};{""evalue"":-3600000;""weekDay"":""Wednesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Thursday"";""weekDay"":""Thursday""};{""evalue"":-3600000;""weekDay"":""Thursday"";""svalue"":68400000};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Friday"";""weekDay"":""Friday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Saturday"";""weekDay"":""Saturday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Sunday"";""weekDay"":""Sunday""}]","[{""drinkPrice"":""-"";""drinkName"":""Caña"";""drinkImage"":""d4""};{""drinkPrice"":""-"";""drinkName"":""Doble"";""drinkImage"":""d5""};{""drinkPrice"":""9"";""drinkName"":""Tanqueray"";""drinkImage"":""d1""};{""drinkPrice"":""9"";""drinkName"":""Beefeater"";""drinkImage"":""d2""};{""drinkPrice"":""9"";""drinkName"":""Brugal"";""drinkImage"":""d3""};{""drinkPrice"":""9"";""drinkName"":""Seagram's"";""drinkImage"":""d6""};{""drinkPrice"":""9"";""drinkName"":""Barceló"";""drinkImage"":""d8""};{""drinkPrice"":""10"";""drinkName"":""Nordés"";""drinkImage"":""d15""}]"
461,9,hermione,sabrisa@gmail.com,5f4dcc3b5aa765d61d8327deb882cf99,671,Sa Brisa ,Av. de Menéndez Pelayo; 15; 28009 Madrid; España,40.52010221,-3.579199133,http://178.62.228.40/bebelo//uploads/152.png,0,FALSE,"[{""title"":""Terraces"";""isSelected"":true};{""title"":""Rooftops"";""isSelected"":false}]","[{""evalue"":54000000;""svalue"":43200000;""name"":""Monday"";""weekDay"":""Monday""};{""evalue"":-3600000;""weekDay"":""Monday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Tuesday"";""weekDay"":""Tuesday""};{""evalue"":-3600000;""weekDay"":""Tuesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Wednesday"";""weekDay"":""Wednesday""};{""evalue"":-3600000;""weekDay"":""Wednesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Thursday"";""weekDay"":""Thursday""};{""evalue"":-3600000;""weekDay"":""Thursday"";""svalue"":68400000};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Friday"";""weekDay"":""Friday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Saturday"";""weekDay"":""Saturday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Sunday"";""weekDay"":""Sunday""}]","[{""drinkPrice"":""-"";""drinkName"":""Caña"";""drinkImage"":""d4""};{""drinkPrice"":""-"";""drinkName"":""Doble"";""drinkImage"":""d5""};{""drinkPrice"":""9"";""drinkName"":""Tanqueray"";""drinkImage"":""d1""};{""drinkPrice"":""9"";""drinkName"":""Beefeater"";""drinkImage"":""d2""};{""drinkPrice"":""9"";""drinkName"":""Brugal"";""drinkImage"":""d3""};{""drinkPrice"":""9"";""drinkName"":""Seagram's"";""drinkImage"":""d6""};{""drinkPrice"":""9"";""drinkName"":""Barceló"";""drinkImage"":""d8""};{""drinkPrice"":""10"";""drinkName"":""Nordés"";""drinkImage"":""d15""}]"
462,9,hermione,sabrisa@gmail.com,5f4dcc3b5aa765d61d8327deb882cf99,671,Sa Brisa ,Av. de Menéndez Pelayo; 15; 28009 Madrid; España,40.62010221,-3.479199133,http://178.62.228.40/bebelo//uploads/152.png,0,FALSE,"[{""title"":""Terraces"";""isSelected"":true};{""title"":""Rooftops"";""isSelected"":false}]","[{""evalue"":54000000;""svalue"":43200000;""name"":""Monday"";""weekDay"":""Monday""};{""evalue"":-3600000;""weekDay"":""Monday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Tuesday"";""weekDay"":""Tuesday""};{""evalue"":-3600000;""weekDay"":""Tuesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Wednesday"";""weekDay"":""Wednesday""};{""evalue"":-3600000;""weekDay"":""Wednesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Thursday"";""weekDay"":""Thursday""};{""evalue"":-3600000;""weekDay"":""Thursday"";""svalue"":68400000};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Friday"";""weekDay"":""Friday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Saturday"";""weekDay"":""Saturday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Sunday"";""weekDay"":""Sunday""}]","[{""drinkPrice"":""-"";""drinkName"":""Caña"";""drinkImage"":""d4""};{""drinkPrice"":""-"";""drinkName"":""Doble"";""drinkImage"":""d5""};{""drinkPrice"":""9"";""drinkName"":""Tanqueray"";""drinkImage"":""d1""};{""drinkPrice"":""9"";""drinkName"":""Beefeater"";""drinkImage"":""d2""};{""drinkPrice"":""9"";""drinkName"":""Brugal"";""drinkImage"":""d3""};{""drinkPrice"":""9"";""drinkName"":""Seagram's"";""drinkImage"":""d6""};{""drinkPrice"":""9"";""drinkName"":""Barceló"";""drinkImage"":""d8""};{""drinkPrice"":""10"";""drinkName"":""Nordés"";""drinkImage"":""d15""}]"
463,9,hermione,sabrisa@gmail.com,5f4dcc3b5aa765d61d8327deb882cf99,671,Sa Brisa ,Av. de Menéndez Pelayo; 15; 28009 Madrid; España,40.72010221,-3.379199133,http://178.62.228.40/bebelo//uploads/152.png,0,FALSE,"[{""title"":""Terraces"";""isSelected"":true};{""title"":""Rooftops"";""isSelected"":false}]","[{""evalue"":54000000;""svalue"":43200000;""name"":""Monday"";""weekDay"":""Monday""};{""evalue"":-3600000;""weekDay"":""Monday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Tuesday"";""weekDay"":""Tuesday""};{""evalue"":-3600000;""weekDay"":""Tuesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Wednesday"";""weekDay"":""Wednesday""};{""evalue"":-3600000;""weekDay"":""Wednesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Thursday"";""weekDay"":""Thursday""};{""evalue"":-3600000;""weekDay"":""Thursday"";""svalue"":68400000};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Friday"";""weekDay"":""Friday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Saturday"";""weekDay"":""Saturday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Sunday"";""weekDay"":""Sunday""}]","[{""drinkPrice"":""-"";""drinkName"":""Caña"";""drinkImage"":""d4""};{""drinkPrice"":""-"";""drinkName"":""Doble"";""drinkImage"":""d5""};{""drinkPrice"":""9"";""drinkName"":""Tanqueray"";""drinkImage"":""d1""};{""drinkPrice"":""9"";""drinkName"":""Beefeater"";""drinkImage"":""d2""};{""drinkPrice"":""9"";""drinkName"":""Brugal"";""drinkImage"":""d3""};{""drinkPrice"":""9"";""drinkName"":""Seagram's"";""drinkImage"":""d6""};{""drinkPrice"":""9"";""drinkName"":""Barceló"";""drinkImage"":""d8""};{""drinkPrice"":""10"";""drinkName"":""Nordés"";""drinkImage"":""d15""}]"
464,9,hermione,sabrisa@gmail.com,5f4dcc3b5aa765d61d8327deb882cf99,671,Sa Brisa ,Av. de Menéndez Pelayo; 15; 28009 Madrid; España,40.82010221,-3.279199133,http://178.62.228.40/bebelo//uploads/152.png,0,FALSE,"[{""title"":""Terraces"";""isSelected"":true};{""title"":""Rooftops"";""isSelected"":false}]","[{""evalue"":54000000;""svalue"":43200000;""name"":""Monday"";""weekDay"":""Monday""};{""evalue"":-3600000;""weekDay"":""Monday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Tuesday"";""weekDay"":""Tuesday""};{""evalue"":-3600000;""weekDay"":""Tuesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Wednesday"";""weekDay"":""Wednesday""};{""evalue"":-3600000;""weekDay"":""Wednesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Thursday"";""weekDay"":""Thursday""};{""evalue"":-3600000;""weekDay"":""Thursday"";""svalue"":68400000};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Friday"";""weekDay"":""Friday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Saturday"";""weekDay"":""Saturday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Sunday"";""weekDay"":""Sunday""}]","[{""drinkPrice"":""-"";""drinkName"":""Caña"";""drinkImage"":""d4""};{""drinkPrice"":""-"";""drinkName"":""Doble"";""drinkImage"":""d5""};{""drinkPrice"":""9"";""drinkName"":""Tanqueray"";""drinkImage"":""d1""};{""drinkPrice"":""9"";""drinkName"":""Beefeater"";""drinkImage"":""d2""};{""drinkPrice"":""9"";""drinkName"":""Brugal"";""drinkImage"":""d3""};{""drinkPrice"":""9"";""drinkName"":""Seagram's"";""drinkImage"":""d6""};{""drinkPrice"":""9"";""drinkName"":""Barceló"";""drinkImage"":""d8""};{""drinkPrice"":""10"";""drinkName"":""Nordés"";""drinkImage"":""d15""}]"
465,9,hermione,sabrisa@gmail.com,5f4dcc3b5aa765d61d8327deb882cf99,671,Sa Brisa ,Av. de Menéndez Pelayo; 15; 28009 Madrid; España,40.92010221,-3.179199133,http://178.62.228.40/bebelo//uploads/152.png,0,FALSE,"[{""title"":""Terraces"";""isSelected"":true};{""title"":""Rooftops"";""isSelected"":false}]","[{""evalue"":54000000;""svalue"":43200000;""name"":""Monday"";""weekDay"":""Monday""};{""evalue"":-3600000;""weekDay"":""Monday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Tuesday"";""weekDay"":""Tuesday""};{""evalue"":-3600000;""weekDay"":""Tuesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Wednesday"";""weekDay"":""Wednesday""};{""evalue"":-3600000;""weekDay"":""Wednesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Thursday"";""weekDay"":""Thursday""};{""evalue"":-3600000;""weekDay"":""Thursday"";""svalue"":68400000};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Friday"";""weekDay"":""Friday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Saturday"";""weekDay"":""Saturday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Sunday"";""weekDay"":""Sunday""}]","[{""drinkPrice"":""-"";""drinkName"":""Caña"";""drinkImage"":""d4""};{""drinkPrice"":""-"";""drinkName"":""Doble"";""drinkImage"":""d5""};{""drinkPrice"":""9"";""drinkName"":""Tanqueray"";""drinkImage"":""d1""};{""drinkPrice"":""9"";""drinkName"":""Beefeater"";""drinkImage"":""d2""};{""drinkPrice"":""9"";""drinkName"":""Brugal"";""drinkImage"":""d3""};{""drinkPrice"":""9"";""drinkName"":""Seagram's"";""drinkImage"":""d6""};{""drinkPrice"":""9"";""drinkName"":""Barceló"";""drinkImage"":""d8""};{""drinkPrice"":""10"";""drinkName"":""Nordés"";""drinkImage"":""d15""}]"
466,9,hermione,sabrisa@gmail.com,5f4dcc3b5aa765d61d8327deb882cf99,671,Sa Brisa ,Av. de Menéndez Pelayo; 15; 28009 Madrid; España,41.02010221,-3.079199133,http://178.62.228.40/bebelo//uploads/152.png,0,FALSE,"[{""title"":""Terraces"";""isSelected"":true};{""title"":""Rooftops"";""isSelected"":false}]","[{""evalue"":54000000;""svalue"":43200000;""name"":""Monday"";""weekDay"":""Monday""};{""evalue"":-3600000;""weekDay"":""Monday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Tuesday"";""weekDay"":""Tuesday""};{""evalue"":-3600000;""weekDay"":""Tuesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Wednesday"";""weekDay"":""Wednesday""};{""evalue"":-3600000;""weekDay"":""Wednesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Thursday"";""weekDay"":""Thursday""};{""evalue"":-3600000;""weekDay"":""Thursday"";""svalue"":68400000};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Friday"";""weekDay"":""Friday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Saturday"";""weekDay"":""Saturday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Sunday"";""weekDay"":""Sunday""}]","[{""drinkPrice"":""-"";""drinkName"":""Caña"";""drinkImage"":""d4""};{""drinkPrice"":""-"";""drinkName"":""Doble"";""drinkImage"":""d5""};{""drinkPrice"":""9"";""drinkName"":""Tanqueray"";""drinkImage"":""d1""};{""drinkPrice"":""9"";""drinkName"":""Beefeater"";""drinkImage"":""d2""};{""drinkPrice"":""9"";""drinkName"":""Brugal"";""drinkImage"":""d3""};{""drinkPrice"":""9"";""drinkName"":""Seagram's"";""drinkImage"":""d6""};{""drinkPrice"":""9"";""drinkName"":""Barceló"";""drinkImage"":""d8""};{""drinkPrice"":""10"";""drinkName"":""Nordés"";""drinkImage"":""d15""}]"
467,9,hermione,sabrisa@gmail.com,5f4dcc3b5aa765d61d8327deb882cf99,671,Sa Brisa ,Av. de Menéndez Pelayo; 15; 28009 Madrid; España,41.12010221,-2.979199133,http://178.62.228.40/bebelo//uploads/152.png,0,FALSE,"[{""title"":""Terraces"";""isSelected"":true};{""title"":""Rooftops"";""isSelected"":false}]","[{""evalue"":54000000;""svalue"":43200000;""name"":""Monday"";""weekDay"":""Monday""};{""evalue"":-3600000;""weekDay"":""Monday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Tuesday"";""weekDay"":""Tuesday""};{""evalue"":-3600000;""weekDay"":""Tuesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Wednesday"";""weekDay"":""Wednesday""};{""evalue"":-3600000;""weekDay"":""Wednesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Thursday"";""weekDay"":""Thursday""};{""evalue"":-3600000;""weekDay"":""Thursday"";""svalue"":68400000};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Friday"";""weekDay"":""Friday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Saturday"";""weekDay"":""Saturday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Sunday"";""weekDay"":""Sunday""}]","[{""drinkPrice"":""-"";""drinkName"":""Caña"";""drinkImage"":""d4""};{""drinkPrice"":""-"";""drinkName"":""Doble"";""drinkImage"":""d5""};{""drinkPrice"":""9"";""drinkName"":""Tanqueray"";""drinkImage"":""d1""};{""drinkPrice"":""9"";""drinkName"":""Beefeater"";""drinkImage"":""d2""};{""drinkPrice"":""9"";""drinkName"":""Brugal"";""drinkImage"":""d3""};{""drinkPrice"":""9"";""drinkName"":""Seagram's"";""drinkImage"":""d6""};{""drinkPrice"":""9"";""drinkName"":""Barceló"";""drinkImage"":""d8""};{""drinkPrice"":""10"";""drinkName"":""Nordés"";""drinkImage"":""d15""}]"
468,9,hermione,sabrisa@gmail.com,5f4dcc3b5aa765d61d8327deb882cf99,671,Sa Brisa ,Av. de Menéndez Pelayo; 15; 28009 Madrid; España,41.22010221,-2.879199133,http://178.62.228.40/bebelo//uploads/152.png,0,FALSE,"[{""title"":""Terraces"";""isSelected"":true};{""title"":""Rooftops"";""isSelected"":false}]","[{""evalue"":54000000;""svalue"":43200000;""name"":""Monday"";""weekDay"":""Monday""};{""evalue"":-3600000;""weekDay"":""Monday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Tuesday"";""weekDay"":""Tuesday""};{""evalue"":-3600000;""weekDay"":""Tuesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Wednesday"";""weekDay"":""Wednesday""};{""evalue"":-3600000;""weekDay"":""Wednesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Thursday"";""weekDay"":""Thursday""};{""evalue"":-3600000;""weekDay"":""Thursday"";""svalue"":68400000};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Friday"";""weekDay"":""Friday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Saturday"";""weekDay"":""Saturday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Sunday"";""weekDay"":""Sunday""}]","[{""drinkPrice"":""-"";""drinkName"":""Caña"";""drinkImage"":""d4""};{""drinkPrice"":""-"";""drinkName"":""Doble"";""drinkImage"":""d5""};{""drinkPrice"":""9"";""drinkName"":""Tanqueray"";""drinkImage"":""d1""};{""drinkPrice"":""9"";""drinkName"":""Beefeater"";""drinkImage"":""d2""};{""drinkPrice"":""9"";""drinkName"":""Brugal"";""drinkImage"":""d3""};{""drinkPrice"":""9"";""drinkName"":""Seagram's"";""drinkImage"":""d6""};{""drinkPrice"":""9"";""drinkName"":""Barceló"";""drinkImage"":""d8""};{""drinkPrice"":""10"";""drinkName"":""Nordés"";""drinkImage"":""d15""}]"
469,9,hermione,sabrisa@gmail.com,5f4dcc3b5aa765d61d8327deb882cf99,671,Sa Brisa ,Av. de Menéndez Pelayo; 15; 28009 Madrid; España,41.32010221,-2.779199133,http://178.62.228.40/bebelo//uploads/152.png,0,FALSE,"[{""title"":""Terraces"";""isSelected"":true};{""title"":""Rooftops"";""isSelected"":false}]","[{""evalue"":54000000;""svalue"":43200000;""name"":""Monday"";""weekDay"":""Monday""};{""evalue"":-3600000;""weekDay"":""Monday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Tuesday"";""weekDay"":""Tuesday""};{""evalue"":-3600000;""weekDay"":""Tuesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Wednesday"";""weekDay"":""Wednesday""};{""evalue"":-3600000;""weekDay"":""Wednesday"";""svalue"":68400000};{""evalue"":54000000;""svalue"":43200000;""name"":""Thursday"";""weekDay"":""Thursday""};{""evalue"":-3600000;""weekDay"":""Thursday"";""svalue"":68400000};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Friday"";""weekDay"":""Friday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Saturday"";""weekDay"":""Saturday""};{""evalue"":-2678400000;""svalue"":43200000;""name"":""Sunday"";""weekDay"":""Sunday""}]","[{""drinkPrice"":""-"";""drinkName"":""Caña"";""drinkImage"":""d4""};{""drinkPrice"":""-"";""drinkName"":""Doble"";""drinkImage"":""d5""};{""drinkPrice"":""9"";""drinkName"":""Tanqueray"";""drinkImage"":""d1""};{""drinkPrice"":""9"";""drinkName"":""Beefeater"";""drinkImage"":""d2""};{""drinkPrice"":""9"";""drinkName"":""Brugal"";""drinkImage"":""d3""};{""drinkPrice"":""9"";""drinkName"":""Seagram's"";""drinkImage"":""d6""};{""drinkPrice"":""9"";""drinkName"":""Barceló"";""drinkImage"":""d8""};{""drinkPrice"":""10"";""drinkName"":""Nordés"";""drinkImage"":""d15""}]"
470,8,Viktor,Cafedelrio@bebelo.com,5f4dcc3b5aa765d61d8327deb882cf99,123,Café del Río,Av. de Portugal; 1 Bis; Madrid,40.41691971,-3.723076105,http://178.62.228.40/bebelo//uploads/93.png,0,FALSE,"[{""title"":""Terrace"";""isSelected"":false};{""title"":""Rooftop"";""isSelected"":true}]","[{""evalue"":946688400000;""svalue"":946717200000;""name"":""Monday"";""weekDay"":""Monday""};{""evalue"":946688400000;""svalue"":946717200000;""name"":""Tuesday"";""weekDay"":""Tuesday""};{""evalue"":946688400000;""svalue"":946717200000;""name"":""Wednesday"";""weekDay"":""Wednesday""};{""evalue"":946688400000;""svalue"":946717200000;""name"":""Thursday"";""weekDay"":""Thursday""};{""evalue"":946688400000;""svalue"":946684800000;""name"":""Friday"";""weekDay"":""Friday""};{""evalue"":946688400000;""svalue"":946717200000;""name"":""Saturday"";""weekDay"":""Saturday""};{""evalue"":946688400000;""svalue"":946717200000;""name"":""Sunday"";""weekDay"":""Sunday""}]","[{""drinkPrice"":""-"";""drinkName"":""Caña"";""drinkImage"":""d4""};{""drinkPrice"":""3.25"";""drinkName"":""Doble"";""drinkImage"":""d5""};{""drinkPrice"":""8"";""drinkName"":""Tanqueray"";""drinkImage"":""d1""};{""drinkPrice"":""8"";""drinkName"":""Beefeater"";""drinkImage"":""d2""};{""drinkPrice"":""8"";""drinkName"":""Brugal"";""drinkImage"":""d3""};{""drinkPrice"":""10"";""drinkName"":""Bombay Sapphire"";""drinkImage"":""d7""};{""drinkPrice"":""8"";""drinkName"":""Barceló"";""drinkImage"":""d8""};{""drinkPrice"":""12"";""drinkName"":""Nordés"";""drinkImage"":""d15""};{""drinkPrice"":""10"";""drinkName"":""Bulldog"";""drinkImage"":""d16""};{""drinkPrice"":""10"";""drinkName"":""Hendrick's"";""drinkImage"":""d17""};{""drinkPrice"":""10"";""drinkName"":""Martin Miller's"";""drinkImage"":""d18""};{""drinkPrice"":""12"";""drinkName"":""Brockman's"";""drinkImage"":""d19""}]"
471,8,Viktor,Cafedelrio@bebelo.com,5f4dcc3b5aa765d61d8327deb882cf99,123,Café del Río,Av. de Portugal; 1 Bis; Madrid,40.51691971,-3.623076105,http://178.62.228.40/bebelo//uploads/93.png,0,FALSE,"[{""title"":""Terrace"";""isSelected"":false};{""title"":""Rooftop"";""isSelected"":true}]","[{""evalue"":946688400000;""svalue"":946717200000;""name"":""Monday"";""weekDay"":""Monday""};{""evalue"":946688400000;""svalue"":946717200000;""name"":""Tuesday"";""weekDay"":""Tuesday""};{""evalue"":946688400000;""svalue"":946717200000;""name"":""Wednesday"";""weekDay"":""Wednesday""};{""evalue"":946688400000;""svalue"":946717200000;""name"":""Thursday"";""weekDay"":""Thursday""};{""evalue"":946688400000;""svalue"":946684800000;""name"":""Friday"";""weekDay"":""Friday""};{""evalue"":946688400000;""svalue"":946717200000;""name"":""Saturday"";""weekDay"":""Saturday""};{""evalue"":946688400000;""svalue"":946717200000;""name"":""Sunday"";""weekDay"":""Sunday""}]","[{""drinkPrice"":""-"";""drinkName"":""Caña"";""drinkImage"":""d4""};{""drinkPrice"":""3.25"";""drinkName"":""Doble"";""drinkImage"":""d5""};{""drinkPrice"":""8"";""drinkName"":""Tanqueray"";""drinkImage"":""d1""};{""drinkPrice"":""8"";""drinkName"":""Beefeater"";""drinkImage"":""d2""};{""drinkPrice"":""8"";""drinkName"":""Brugal"";""drinkImage"":""d3""};{""drinkPrice"":""10"";""drinkName"":""Bombay Sapphire"";""drinkImage"":""d7""};{""drinkPrice"":""8"";""drinkName"":""Barceló"";""drinkImage"":""d8""};{""drinkPrice"":""12"";""drinkName"":""Nordés"";""drinkImage"":""d15""};{""drinkPrice"":""10"";""drinkName"":""Bulldog"";""drinkImage"":""d16""};{""drinkPrice"":""10"";""drinkName"":""Hendrick's"";""drinkImage"":""d17""};{""drinkPrice"":""10"";""drinkName"":""Martin Miller's"";""drinkImage"":""d18""};{""drinkPrice"":""12"";""drinkName"":""Brockman's"";""drinkImage"":""d19""}]"
